Safety_Score,Days_Since_Inspection,Total_Safety_Complaints,Control_Metric,Turbulence_In_gforces,Cabin_Temperature,Accident_Type_Code,Max_Elevation,Violations,Adverse_Weather_Metric,Accident_ID
64.56621005,9,14,73.65542388,0.335947349,79.3,5,49233.34871,1,0.033184857,8160
44.06392694,15,7,51.23062899,0.633098449,81.79,5,36354.48843,2,0.024734269,8161
58.72146119,14,7,66.2260711,0.423217454,76.37,7,31652.75625,2,0.002902411,8162
61.23287671,7,2,61.57702826,0.380303642,83.1,3,36841.50111,2,0.182502203,8163
38.72146119,14,9,73.15405652,0.317916336,78.54,3,40147.97029,2,0.200329336,8164
36.02739726,14,3,35.91613491,0.563138118,80.2,1,49433.53753,3,1.829191286,8165
30.77625571,19,2,50.95715588,0.527076091,79.97,2,57472.21153,2,0.741478293,8166
38.99543379,10,17,51.82315406,0.54005842,79.21,1,10730.43013,4,0.387799082,8167
36.71232877,14,3,60.30082042,0.243989181,84.15,6,30262.44289,2,0.007581612,8168
32.51141553,12,5,66.2260711,0.610739993,81.76,4,21762.69878,3,0.03928424,8169
22.83105023,18,22,91.11212397,0.351814641,81.82,1,29801.50652,0,1.082698752,8170
30.91324201,16,2,81.40382862,0.24218608,79.51,3,22753.31325,0,0.113684532,8171
28.90410959,13,2,44.75843209,0.687191489,77.37,1,48855.48982,2,1.787288872,8172
46.02739726,8,3,69.18869644,0.675651641,79.64,4,33766.18212,2,0.062337426,8173
43.69863014,15,7,50.77484047,0.645720159,77.71,5,45760.75609,2,0.030950176,8174
31.09589041,16,5,64.22060164,0.462525063,75.68,6,36742.99032,3,0.008690673,8175
50.50228311,10,0,80.674567,0.240022358,79.04,6,43136.25353,3,0.010586467,8176
38.76712329,14,22,69.96353692,0.380664263,80.75,3,42630.26185,2,0.211596152,8177
48.44748858,10,6,73.70100273,0.370206275,79.57,3,30361.87311,2,0.151493601,8178
82.23744292,7,11,87.2379216,0.285099892,75.61,7,26960.23151,0,0.002324446,8179
76.62100457,9,1,62.26071103,0.461803823,79.43,6,22564.4372,3,0.005557064,8180
41.32420091,16,1,75.29626253,0.312867652,80.27,2,43972.09717,1,0.592942659,8181
47.57990868,11,10,74.65815861,0.285099892,78.05,3,36295.10335,1,0.181272564,8182
46.16438356,11,3,77.98541477,0.36335449,78.03,6,14955.13637,1,0.003678584,8183
41.09589041,9,11,61.48587056,0.352535882,86.58,4,33184.10788,1,0.060719841,8184
48.26484018,7,11,77.52962625,0.207205914,79.51,4,31078.83336,3,0.057507394,8185
24.88584475,17,0,51.91431176,0.507241976,77.95,4,39522.79311,3,0.073235561,8186
50.1826484,10,4,45.39653601,0.476589254,78.33,6,27780.31609,3,0.006530646,8187
31.09589041,16,7,72.88058341,0.351814641,76.18,6,29311.57258,4,0.007545438,8188
61.32420091,10,9,67.41112124,0.245431662,80.84,2,23787.7963,3,0.319962378,8189
41.32420091,16,2,80.03646308,0.234252434,76.8,6,33323.29099,1,0.009145793,8190
22.87671233,19,7,54.14767548,0.592348359,80.53,4,45290.88375,3,0.08361055,8191
50.91324201,10,0,45.39653601,0.72794158,80.24,4,48400.61949,2,0.088896155,8192
62.19178082,10,6,85.27803099,0.351093401,77.17,2,31396.95008,3,0.426934616,8193
36.43835616,18,1,72.4247949,0.351093401,78.83,2,25114.3954,2,0.339886382,8194
34.84018265,15,3,52.41567912,0.629852867,83.76,2,27654.28502,3,0.374206789,8195
24.88584475,18,7,75.8887876,0.229564371,77.93,3,37964.28809,2,0.18906238,8196
41.68949772,20,9,58.65998177,0.284739272,77.01,2,20737.02088,1,0.279104058,8197
66.80365297,5,9,55.60619872,0.300967184,78.39,4,27384.80767,1,0.050182997,8198
42.32876712,12,1,90.15496809,0.286902993,77.73,4,26032.9419,1,0.048118611,8199
46.84931507,14,3,50.82041933,0.618313018,81.6,2,37572.33494,3,0.509526605,8200
46.89497717,18,0,57.74840474,0.356502705,76.35,4,36896.76128,3,0.067308421,8201
40.0913242,16,5,69.4165907,0.337389831,75.14,2,25016.36379,2,0.338559668,8202
63.65296804,10,0,80.26435734,0.297721601,79.94,2,48139.71599,0,0.653318297,8203
33.28767123,15,2,58.93345488,0.399055896,77.35,4,33651.58052,1,0.060964781,8204
13.69863014,17,34,70.14585232,0.230646232,79.07,4,47182.81461,1,0.086747169,8205
4.931506849,20,1,76.02552416,0.30962207,76.44,4,31531.7962,2,0.056899384,8206
28.94977169,20,13,58.20419325,0.554122611,78.61,7,28451.0147,2,0.002766366,8207
25.84474886,14,3,61.75934366,0.322243779,82.53,1,27108.1286,1,0.993891141,8208
58.99543379,14,7,62.71649954,0.317916336,80.64,5,45881.80238,2,0.030950176,8209
38.40182648,17,23,56.65451231,0.40410458,76.86,2,31546.43827,1,0.426352881,8210
10.63926941,18,6,47.90337284,0.544025243,77.9,4,11063.86805,2,0.019361957,8211
56.62100457,8,6,65.58796718,0.318276956,79.83,6,40754.71833,0,0.009890656,8212
64.56621005,9,14,72.24247949,0.414201947,79.23,5,5573.652213,2,0.004511604,8213
22.32876712,15,27,57.88514129,0.467573747,78.59,4,46047.50763,1,0.084785639,8214
26.16438356,17,0,62.67092069,0.400498377,80.35,3,26274.69289,2,0.130415664,8215
37.57990868,11,6,52.55241568,0.629852867,80.13,4,5142.286073,2,0.017804095,8216
93.78995434,5,0,65.08659982,0.339553552,79.56,6,22248.33504,3,0.005748761,8217
32.10045662,15,19,61.57702826,0.48596538,78.23,3,14797.07115,3,0.07146229,8218
39.26940639,10,3,59.29808569,0.334865489,80.37,4,38050.44131,2,0.069330075,8219
15.29680365,17,8,51.5952598,0.44485467,77.75,1,20061.65775,1,0.741000086,8220
33.88127854,11,6,72.88058341,0.33666859,81.74,4,21620.87164,1,0.039202189,8221
57.26027397,11,7,55.97082954,0.409153264,82.01,6,4866.798542,2,0.001206359,8222
12.46575342,18,9,59.25250684,0.391482871,78.02,5,38017.71186,2,0.026612303,8223
46.57534247,8,10,53.96536007,0.605691309,81.72,3,39488.30147,3,0.197770829,8224
44.52054795,12,3,65.13217867,0.364796971,80.96,6,38801.36905,1,0.009819603,8225
18.72146119,19,8,64.5396536,0.341717274,78.73,3,45004.81958,0,0.223615477,8226
48.63013699,7,2,61.62260711,0.426102416,81.31,4,30372.7583,1,0.056187079,8227
19.17808219,16,1,76.61804923,0.327653083,86.56,2,24761.25663,4,0.33878978,8228
62.14611872,10,10,65.54238833,0.318276956,82.11,5,31152.23867,2,0.019889753,8229
20.86757991,19,14,38.78760255,0.556646953,77.78,3,23849.22481,1,0.11971137,8230
25.25114155,17,0,76.57247037,0.239661738,80.98,3,26632.01297,2,0.132638956,8231
18.72146119,19,1,59.16134913,0.486326001,79.81,3,19494.85874,0,0.095949251,8232
19.7716895,16,0,61.98723792,0.466131266,83.52,1,28817.10396,1,1.055003037,8233
22.83105023,15,2,73.42752963,0.463246304,76.19,1,34544.14446,3,1.280567924,8234
49.26940639,14,3,72.15132179,0.358305806,85.19,2,17090.31551,1,0.23468904,8235
32.00913242,15,7,62.07839562,0.361190768,78.09,7,33069.86213,2,0.00322386,8236
45.43378995,15,10,77.52962625,0.355060224,79.07,2,41118.89527,2,0.556606595,8237
44.93150685,12,3,80.40109389,0.378139921,81.11,3,32185.69842,3,0.160231708,8238
23.92694064,14,2,87.37465816,0.29627912,80.79,7,21790.73391,5,0.001720684,8239
68.03652968,8,0,85.41476755,0.434757303,85.72,5,41870.02622,3,0.028105937,8240
42.32876712,12,3,65.13217867,0.403022719,81.53,3,34987.98323,0,0.173891474,8241
39.36073059,10,0,57.47493163,0.435839163,81.78,3,44882.61511,2,0.225684231,8242
56.75799087,8,4,65.08659982,0.339553552,78.85,6,27305.72939,2,0.006510403,8243
57.26027397,11,0,68.82406563,0.254086549,82.38,2,28510.12249,3,0.383674121,8244
52.28310502,6,24,79.85414768,0.271035701,75.61,1,17927.33842,2,0.647130362,8245
42.42009132,12,7,82.31540565,0.16104652,78.56,6,36929.42172,1,0.009235359,8246
44.70319635,8,11,51.41294439,0.527436711,82.25,4,41018.75157,0,0.075042933,8247
69.8630137,8,7,40.51959891,0.529600433,79.15,4,37237.14474,1,0.06888479,8248
28.63013699,13,2,99.95442115,0.370927515,82.49,4,27009.59537,3,0.049031446,8249
38.58447489,13,6,72.01458523,0.331619906,81.86,6,22544.98146,2,0.005603373,8250
44.47488584,8,2,66.86417502,0.251201587,77.3,7,35468.9976,3,0.003327376,8251
47.89954338,11,9,74.70373747,0.33702921,78.05,3,30361.87311,1,0.151103536,8252
21.32420091,21,6,82.04193254,0.360108907,78.3,4,38634.49184,2,0.07109598,8253
58.08219178,14,7,61.85050137,0.491014064,81.71,6,52513.91269,3,0.012809766,8254
53.28767123,16,0,88.01276208,0.258774612,78.23,7,24842.6499,2,0.002414052,8255
51.23287671,13,14,57.38377393,0.440887847,80.81,3,29542.29355,4,0.147077299,8256
52.23744292,13,1,55.56061987,0.604970069,77.3,2,33905.3514,3,0.458227397,8257
47.85388128,14,2,67.45670009,0.398334656,78.84,2,27650.34958,2,0.37362346,8258
77.30593607,4,2,56.92798541,0.487768482,77.74,7,28535.2624,2,0.002918732,8259
32.19178082,12,10,94.84958979,0.192781103,80.21,4,21267.70437,2,0.038851185,8260
80.59360731,8,7,87.2379216,0.285099892,80.75,1,40431.31156,0,1.498155311,8261
22.10045662,15,3,55.69735643,0.392925352,76.51,4,20862.63434,3,0.038451783,8262
16.98630137,20,9,61.349134,0.443051569,77.44,1,28746.84461,3,1.06012201,8263
31.68949772,19,0,74.93163172,0.337750451,79.42,5,24905.06199,2,0.016526595,8264
50.77625571,13,8,78.25888788,0.343159755,83.51,5,5573.652213,3,0.00259798,8265
41.78082192,16,7,55.60619872,0.369485034,79.73,3,8981.31546,1,0.020926831,8266
33.69863014,18,10,54.55788514,0.605691309,81.66,2,32417.93017,4,0.437800105,8267
58.58447489,11,3,70.19143118,0.316834475,85.64,6,19100.87039,1,0.004776066,8268
45.20547945,15,1,68.64175023,0.251922827,83.74,2,33951.33867,2,0.459353706,8269
47.48858447,11,9,76.75478578,0.292672917,87.47,4,42282.79204,3,0.077011311,8270
44.33789954,15,14,72.01458523,0.277887486,80.35,2,22253.1682,2,0.300683552,8271
32.46575342,15,1,47.90337284,0.407710783,80.43,1,30380.86152,2,1.110903022,8272
57.39726027,8,3,69.87237922,0.382467364,78.59,7,32554.60187,1,0.003023353,8273
6.347031963,19,7,78.48678213,0.342438514,79.19,4,37616.41493,1,0.068057398,8274
45.79908676,11,17,72.24247949,0.335586729,81.85,6,34924.74183,1,0.00892827,8275
28.40182648,13,5,67.27438469,0.298803462,81.26,5,28222.68698,2,0.018342642,8276
58.40182648,11,4,69.59890611,0.421414353,82.73,2,38384.43182,0,0.51935507,8277
37.21461187,10,3,52.59799453,0.456033898,77.91,4,32253.3806,1,0.058339823,8278
12.46575342,18,2,75.43299909,0.327292463,76,3,26734.01403,0,0.135445813,8279
51.32420091,13,1,45.48769371,0.478392355,76.48,5,48814.08678,2,0.033184857,8280
56.25570776,12,3,55.83409298,0.320440678,80.03,6,45399.19457,0,0.011291094,8281
40.86757991,13,1,69.82680036,0.416005049,75.95,3,19872.46918,4,0.098943247,8282
25.57077626,14,2,50.86599818,0.527076091,76.27,4,49288.63551,3,0.091507463,8283
53.88127854,12,17,73.70100273,0.294836639,75.33,5,42688.63692,1,0.028486671,8284
58.99543379,14,7,64.31175934,0.40374396,79.35,1,34183.3512,1,1.256370837,8285
58.72146119,14,7,79.99088423,0.308900829,82.53,2,8232.843655,3,0.116198849,8286
22.23744292,15,1,73.60984503,0.384270465,76.05,1,38752.94775,2,1.426759956,8287
31.18721461,12,5,66.49954421,0.463967544,81.72,4,21651.04946,2,0.039455404,8288
41.50684932,16,4,84.13855971,0.273199423,78.64,6,13710.4463,3,0.003556877,8289
14.52054795,17,3,52.32452142,0.330177425,77.53,4,36172.79119,1,0.066406422,8290
37.99086758,13,7,85.59708295,0.234973675,79.3,3,27724.25601,1,0.137231411,8291
34.24657534,18,4,48.4958979,0.692240173,83.57,7,21741.07941,2,0.002018153,8292
22.73972603,14,0,60.48313582,0.244349802,84.15,1,21997.4295,2,0.815759669,8293
55.11415525,8,1,70.37374658,0.330898666,81.73,6,36989.08023,1,0.008557235,8294
52.73972603,13,7,54.14767548,0.39076163,80.5,5,6740.557054,1,0.008530901,8295
40.73059361,13,0,53.0993619,0.3226044,77.92,6,31487.55674,1,0.007685757,8296
31.14155251,12,2,54.6946217,0.448100252,77.21,6,27792.39212,5,0.006946392,8297
51.23287671,13,13,57.38377393,0.281133069,77.89,5,37713.77228,1,0.025110149,8298
60.54794521,11,2,76.89152233,0.428266138,80.85,2,27009.16121,2,0.36446301,8299
44.47488584,8,3,62.12397448,0.330898666,77.29,4,36408.26857,3,0.066496379,8300
43.15068493,12,21,61.03008204,0.413120087,77,3,37974.61717,1,0.189127877,8301
34.74885845,14,6,74.74931632,0.263823296,77.36,7,40762.81328,2,0.003617362,8302
55.89041096,8,9,78.94257065,0.361190768,79.88,2,33976.45531,3,0.458859034,8303
54.84018265,9,0,87.28350046,0.277526866,79.54,2,28707.34187,2,0.38932567,8304
28.90410959,13,0,68.36827712,0.398695276,76.13,1,38752.94775,3,1.426182254,8305
47.35159817,11,8,70.19143118,0.280411828,76.71,3,38924.62144,1,0.193090444,8306
35.38812785,18,3,63.90154968,0.262741435,78.4,4,26880.34219,3,0.049008374,8307
33.88127854,11,3,64.3573382,0.324046881,76.56,1,45972.13598,2,1.700026888,8308
20.95890411,19,2,35.82497721,0.611100613,80.9,5,15714.19012,2,0.010951118,8309
26.30136986,13,10,78.66909754,0.397613415,88.74,4,30469.2344,2,0.05576251,8310
40.82191781,13,1,69.82680036,0.324046881,78.55,3,38350.71956,2,0.190986047,8311
32.55707763,12,0,41.43117593,0.55340137,80.6,1,37034.40564,1,1.346364085,8312
46.89497717,18,11,66.18049225,0.37741868,81.76,5,27222.89413,1,0.019132444,8313
57.67123288,11,9,83.91066545,0.294476019,79.36,5,35847.89587,4,0.024495462,8314
33.69863014,15,16,61.53144941,0.467213127,80.51,2,26021.86045,3,0.352152739,8315
74.20091324,10,1,53.64630811,0.387876668,82.97,7,30551.91447,2,0.002704366,8316
67.44292237,11,3,59.11577028,0.366960692,79.21,7,27034.8777,3,0.002500161,8317
57.99086758,15,7,75.20510483,0.237858637,79.96,7,33959.19162,3,0.003234354,8318
43.19634703,15,8,60.52871468,0.315752614,77.16,2,32158.50454,0,0.432651297,8319
11.50684932,18,4,31.54056518,0.584775334,77.82,3,36350.87515,3,0.181056415,8320
55.93607306,8,0,64.81312671,0.365518211,76.86,6,26006.08046,3,0.006860819,8321
46.89497717,14,2,97.76663628,0.370927515,79.45,7,30664.96845,2,0.00260494,8322
47.89954338,7,6,67.50227894,0.257332131,75.35,5,21524.20126,3,0.014064555,8323
39.36073059,13,0,45.44211486,0.698731338,78.87,5,24600.5651,1,0.017655825,8324
46.48401826,15,0,53.96536007,0.621558601,80.26,4,49696.26132,2,0.090592444,8325
27.12328767,17,0,61.4402917,0.486326001,80.76,5,19494.85874,3,0.012583546,8326
58.85844749,7,0,53.23609845,0.584775334,80.17,2,29699.21428,3,0.401309819,8327
57.03196347,11,39,60.34639927,0.403383339,76.56,5,48367.58932,2,0.032437386,8328
27.71689498,13,5,57.24703737,0.308900829,78.68,2,21723.65491,1,0.300113617,8329
31.96347032,19,10,76.52689152,0.317555716,81.29,5,39152.77003,2,0.025719249,8330
56.80365297,12,1,68.82406563,0.200354129,82.53,2,19364.54539,2,0.26228444,8331
43.10502283,9,9,66.1349134,0.317916336,80.36,4,37123.46712,1,0.067986815,8332
38.49315068,17,36,73.10847767,0.405547061,79.62,7,45751.98341,4,0.004176009,8333
25.11415525,14,5,66.86417502,0.478031735,78.1,4,24068.42586,1,0.043569537,8334
30.3196347,12,10,74.93163172,0.191338622,78.08,1,40754.76562,0,1.494719746,8335
45.06849315,11,35,55.28714676,0.583332853,78.43,6,22022.45204,2,0.005459989,8336
40.0913242,13,12,57.52051048,0.605691309,82.2,7,38340.91776,1,0.003512413,8337
26.57534247,17,2,82.08751139,0.221630725,78.7,2,35996.03593,2,0.484710456,8338
50.91324201,13,0,70.60164084,0.361190768,79.75,2,31661.62881,1,0.429274158,8339
57.99086758,11,1,66.63628077,0.415644428,81.78,2,37749.23125,1,0.513039501,8340
17.16894977,16,0,65.17775752,0.272838803,77.29,4,38399.4551,0,0.07015033,8341
75.57077626,10,13,65.13217867,0.321161918,81.04,7,28153.68356,1,0.002606083,8342
34.70319635,11,0,70.55606199,0.33702921,79.14,2,37236.74911,0,0.503944599,8343
37.99086758,13,0,67.31996354,0.301327804,80.06,3,13192.67464,2,0.066537978,8344
40.73059361,16,2,76.25341841,0.520945546,76.36,2,31290.80933,1,0.423504127,8345
29.6347032,20,22,60.80218778,0.489932203,78.52,4,25239.66271,2,0.046270675,8346
26.57534247,17,15,56.06198724,0.491735305,79.8,2,55535.51644,1,0.773009611,8347
18.53881279,16,0,69.14311759,0.325849982,86.56,2,20815.91421,1,0.28004286,8348
29.7260274,13,21,55.65177758,0.5130119,78.63,1,31195.58135,3,1.141176238,8349
28.90410959,13,0,44.89516864,0.623001082,77.08,6,31432.12423,0,0.007844445,8350
38.44748858,13,1,56.15314494,0.413480707,80.77,2,31433.11717,3,0.426934616,8351
23.88127854,18,8,58.43208751,0.28221493,76.77,6,38605.12627,0,0.009307813,8352
53.65296804,9,3,42.023701,0.413120087,76.12,6,22418.79746,3,0.005389075,8353
19.17808219,16,3,61.4402917,0.385712946,78.37,4,23720.17893,3,0.043471713,8354
39.45205479,20,13,70.55606199,0.293754778,77.91,7,32269.06835,0,0.00331236,8355
36.02739726,14,3,62.71649954,0.267790119,80.22,3,25474.30832,0,0.125493232,8356
19.543379,20,12,52.55241568,0.307818969,80.64,1,28475.16001,1,1.037197908,8357
18.72146119,16,1,53.46399271,0.395449693,79.6,2,32147.41776,1,0.432651297,8358
41.68949772,19,8,45.89790337,0.668078615,78.76,6,24941.78624,1,0.006181037,8359
33.74429224,11,2,61.48587056,0.444133429,77.16,1,37060.22364,2,1.358396134,8360
62.00913242,6,21,33.68277119,0.668078615,79.88,1,52118.26964,4,1.907925646,8361
12.69406393,18,6,75.43299909,0.285821132,76.16,4,37164.64198,3,0.06886627,8362
33.10502283,15,5,79.26162261,0.29663974,86.94,6,25373.30388,2,0.006276541,8363
40.77625571,13,2,87.46581586,0.372009376,78.96,3,32133.43218,2,0.161099598,8364
24.93150685,17,7,72.01458523,0.413480707,83.64,6,37664.92132,2,0.009575538,8365
52.92237443,9,0,82.08751139,0.22884313,80.02,3,39961.82076,1,0.199585421,8366
54.52054795,12,2,73.01731996,0.321161918,80.53,5,58976.85203,3,0.035165033,8367
70,8,2,72.74384686,0.427905517,80.85,5,24664.52893,2,0.016699685,8368
30.1369863,12,2,32.45214221,0.678175983,78.51,7,49288.63551,1,0.004546718,8369
39.13242009,13,3,69.00638104,0.203960332,81.39,3,33523.70234,2,0.167563589,8370
22.60273973,15,25,61.03008204,0.298803462,86.58,1,41118.82065,3,1.507345894,8371
23.65296804,18,0,76.61804923,0.233891814,79.53,4,26632.01297,1,0.048897582,8372
28.90410959,13,2,52.78030994,0.280411828,80.61,1,26412.32563,2,0.978578768,8373
36.94063927,11,0,68.64175023,0.250840966,76.63,2,32800.83687,2,0.443077513,8374
37.21461187,10,2,59.98176846,0.268150739,78.02,2,34616.53373,4,0.469625726,8375
21.91780822,18,12,75.15952598,0.428626758,87.43,6,34859.8064,0,0.009170721,8376
41.73515982,19,11,42.79854148,0.537894699,76.6,6,51044.70911,2,0.012681301,8377
37.85388128,14,5,71.92342753,0.277887486,76.96,3,35906.44155,1,0.178379781,8378
41.18721461,9,12,70.87511395,0.359387667,88.39,4,35683.71709,1,0.065019931,8379
29.543379,20,4,76.48131267,0.281493689,76.68,7,30384.11425,4,0.002819382,8380
36.16438356,17,1,55.01367366,0.479113595,82.31,1,27752.86709,2,1.010362078,8381
51.78082192,10,1,69.14311759,0.408792643,81.57,3,44701.64858,3,0.224922205,8382
23.01369863,14,22,73.42752963,0.338471691,79.81,1,16868.75078,2,0.647130362,8383
34.47488584,11,8,65.99817685,0.399055896,75.8,2,12376.56137,2,0.159784288,8384
45.06849315,11,14,72.01458523,0.326210602,79.6,6,34481.22582,3,0.008922525,8385
24.79452055,14,10,87.46581586,0.263823296,78.76,2,21718.09961,3,0.292872789,8386
55.06849315,9,1,68.14038286,0.213697079,81.59,6,22389.38063,2,0.005383992,8387
37.39726027,14,7,61.4402917,0.352175261,81.63,6,31993.45889,3,0.00812808,8388
30.91324201,16,7,72.88058341,0.406989542,76.18,6,24411.82913,2,0.006335679,8389
41.73515982,16,6,72.56153145,0.268150739,77.36,5,30465.08999,2,0.020353891,8390
25.11415525,14,9,65.86144029,0.28257555,77.87,4,21541.92082,2,0.039585139,8391
51.27853881,13,13,59.16134913,0.421774973,79.58,2,38666.04541,1,0.522405012,8392
78.21917808,9,12,63.26344576,0.49894771,77.62,3,29542.29355,2,0.147316875,8393
30.50228311,12,0,79.53509572,0.22812189,77,3,36048.48236,1,0.17869972,8394
48.26484018,10,38,62.16955333,0.52527299,77.62,1,42049.77575,3,1.534797942,8395
43.60730594,12,3,45.80674567,0.545828345,83.72,6,23588.1188,3,0.006319492,8396
57.94520548,4,4,40.56517776,0.44521529,77.46,2,33751.11217,2,0.454618024,8397
62.69406393,6,21,48.58705561,0.541140281,83.71,3,23595.24914,3,0.116827129,8398
48.99543379,14,5,71.0118505,0.427184277,77.89,5,47101.48575,1,0.032150674,8399
40.1369863,13,12,51.09389243,0.575759827,82.2,4,20654.0788,4,0.037068358,8400
36.66666667,10,11,65.72470374,0.358305806,75.8,4,20412.14434,2,0.037949075,8401
34.61187215,11,5,74.88605287,0.300606563,78.93,4,30077.41619,2,0.05443928,8402
60.3652968,7,21,52.09662716,0.581529751,77.62,2,34473.79944,3,0.46754898,8403
73.33333333,7,6,64.99544211,0.371648756,81.14,2,36844.46116,2,0.503141111,8404
20.1826484,15,3,62.57976299,0.44485467,80.44,1,20870.10164,2,0.768085134,8405
69.36073059,8,1,71.0118505,0.231006852,79.09,5,28767.49214,2,0.020865409,8406
35.57077626,11,7,54.8769371,0.450263974,81.56,4,48905.77088,2,0.088648827,8407
30.1369863,13,11,67.22880583,0.357223945,80.71,7,27170.40517,3,0.002378405,8408
52.96803653,9,3,45.39653601,0.478392355,78.61,6,23588.1188,2,0.00640985,8409
42.46575342,16,8,55.05925251,0.382106744,78.83,3,6543.689337,2,0.032579111,8410
